season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,qbelo1_pre,qbelo2_pre,qb1,qb2,qb1_value_pre,qb2_value_pre,qb1_adj,qb2_adj,qbelo_prob1,qbelo_prob2,qb1_game_value,qb2_game_value,qb1_value_post,qb2_value_post,qbelo1_post,qbelo2_post,score1,score2,quality,importance,total_rating
1967,0,,NYG,GB,1388.171,1666.435,0.2265936493348514,0.7734063506651485,1374.404,1680.202,1382.85987709,1664.30455094,Fran Tarkenton,Bart Starr,188.28677833482,108.13526433303,37.1110349632,-12.3326022975,0.268641914179,0.731358085821,112.67139168384,79.57019613311999,180.725239669722,105.27875751303898,1366.26857078,1680.89585725,21,48,62.0,,
1967,0,,ARI,GB,1515.877,1680.202,0.3608306608728718,0.6391693391271281,1500.705,1695.373,1532.39028465,1680.89585725,Jim Hart,Bart Starr,53.83311027204,105.27875751294,8.71250221257,-13.1442255927,0.406618151274,0.5933818487260001,196.40161263459,-27.684603489015,68.089960508295,91.98242141274449,1515.03949115,1698.24665074,23,31,90.0,,
1967,0,,IND,GB,1660.054,1695.373,0.542610784057266,0.4573892159427339,1672.567,1682.861,1658.48086149,1698.24665074,Johnny Unitas,Bart Starr,158.08932546264,91.98242141286,14.0128800147,-19.1351823631,0.571111491644,0.428888508356,92.2718114901,117.05327822265,151.507574065386,94.489507093839,1670.10921343,1686.6182988,13,10,99.0,,
1967,0,,CHI,GB,1531.737,1708.071,0.3450453764566622,0.6549546235433378,1521.165,1718.642,1533.50035632,1712.75949741,Jack Concannon,Bart Starr,57.28903250367,96.21270452772,23.3612101168,-14.749642169,0.379499169155,0.620500830845,-2.8016485010778,253.87819997166,51.279964403195216,111.979254072114,1521.7412826,1724.51857113,13,17,94.0,,
1967,0,,MIN,GB,1442.747,1718.642,0.2289924366607148,0.7710075633392852,1436.954,1724.436,1456.50383096,1724.51857113,Joe Kapp,Bart Starr,24.67284505455,111.97925407218,-11.0832644222,-6.1288852884,0.222906948846,0.777093051154,129.41937646803,175.86023279055,35.147498195897995,118.367351944017,1450.87826899,1730.1441331,27,30,81.0,,
1967,0,,LAR,GB,1673.065,1724.436,0.5196036533739959,0.480396346626004,1686.303,1711.199,1654.0903297,1730.1441331,Roman Gabriel,Bart Starr,140.90956013969998,118.36735194405,11.9180255834,-2.62839208807,0.493056306536,0.5069436934639999,194.16629894046,68.93114408037,146.235234019776,113.42373115768196,1668.17668913,1716.05777367,27,24,100.0,,
1967,1,s,OAK,GB,1741.655,1701.105,0.5580926057303155,0.4419073942696845,1707.589,1735.171,1730.82916299,1706.16868062,Daryle Lamonica,Bart Starr,139.38934238657998,124.52099407010998,28.6986837332,1.60337709329,0.588439073641,0.411560926359,136.65039168429,206.9477058627,139.11544731635098,132.76366524936898,1694.54883525,1742.44900836,14,33,100.0,,
1968,0,,ATL,GB,1295.025,1586.366,0.2136734025878879,0.7863265974121121,1281.595,1599.795,1300.05433492,1594.74053189,Randy Johnson,Bart Starr,67.4638247085,133.35625459596,8.35307314206,5.51181262994,0.206575114012,0.793424885988,-119.61261404399998,283.30731127809,48.75618083324999,148.351360264173,1287.11099346,1607.68387335,7,38,19.0,,
1968,0,,DET,GB,1528.739,1589.507,0.5060900363833897,0.4939099636166103,1528.554,1589.693,1508.55437936,1599.33000948,Bill Munson,Zeke Bratkowski,121.52612227107,59.70540699948,63.6811120218,-65.1365533473,0.632356195479,0.367643804521,189.47621263626,144.7970622912,128.32113130758898,68.214572528652,1504.51771711,1603.36667172,14,14,74.0,,
1968,0,,DAL,GB,1659.831,1589.693,0.6852309761712426,0.3147690238287574,1623.547,1625.976,1658.50889251,1603.36667172,Don Meredith,Bart Starr,122.63638888974,148.35136026414,14.6508403495,22.5116448201,0.648073275999,0.351926724001,35.435265063,324.83853516576,113.91627650706596,166.00007775430197,1624.66935266,1637.20621157,17,28,97.0,,
1968,0,,MIN,GB,1479.662,1602.561,0.4174394959506297,0.5825605040493703,1498.92,1583.302,1489.33064034,1611.61738777,Joe Kapp,Bart Starr,57.31356663054,164.08143782613,4.66542066787,27.740580294,0.374200209239,0.625799790761,75.68794471293,57.92165382399,59.151004438779,153.465459425916,1510.3269276,1590.62110051,14,10,78.0,,
1968,0,,WSH,GB,1392.9,1592.266,0.3157283336700664,0.6842716663299335,1374.782,1610.384,1387.39757319,1599.16788753,Sonny Jurgensen,Zeke Bratkowski,115.44470970384,68.21457252852,-15.6115382648,-65.8092652552,0.354919725725,0.6450802742749999,160.70981522936998,136.13089306245,119.97122025639295,75.00620458191301,1366.76000821,1619.80545251,7,27,22.0,,
1968,0,,SF,GB,1511.524,1610.384,0.4514252309737914,0.5485747690262086,1534.695,1587.213,1513.70892423,1619.80545251,John Brodie,Bart Starr,110.34136899753,154.56878409224998,8.3550193119,20.4395935443,0.420321822216,0.579678177784,304.76350739703,-1.9813054545504,129.78358283748,138.91377513756996,1538.44492923,1595.06944751,27,20,84.0,,
1968,0,,CHI,GB,1498.908,1567.742,0.4944826544260489,0.505517345573951,1492.065,1574.585,1512.92911991,1580.21447562,Jack Concannon,Zeke Bratkowski,56.05943839947,68.64598669895999,-15.1274748723,-52.8816970489,0.537640018822,0.462359981178,36.83817100359,83.40153836949,54.137311659882,70.12154186601299,1505.38599937,1587.75759616,27,28,55.0,,
1969,0,,MIN,GB,1561.489,1580.564,0.5657091365005257,0.4342908634994743,1583.313,1558.741,1564.24253747,1588.19953641,Joe Kapp,Bart Starr,135.38850124964998,131.6115804003,48.207985533,5.59687270972,0.605852795109,0.3941472048909999,6.970372275075,116.7849076449,122.54668835219248,130.12891312475998,1583.79803868,1568.6440352,19,7,90.0,,
1969,0,,DET,GB,1487.652,1558.741,0.491238121642613,0.508761878357387,1463.306,1583.088,1470.27537564,1568.6440352,Bill Munson,Bart Starr,103.44929724624,130.12891312476,8.72028192745,4.57569543646,0.445456257753,0.554543742247,-84.16042532799,271.22006321388,84.68832498881699,144.238028133672,1448.51343665,1590.40597418,17,28,61.0,,
1969,0,,LAR,GB,1669.478,1583.088,0.7050516680495177,0.2949483319504823,1684.044,1568.522,1665.38355317,1590.40597418,Roman Gabriel,Bart Starr,130.07945044941,144.23802813387,11.9030007358,11.4014681691,0.681523296508,0.3184767034919999,332.0063568294,176.47530823692,150.27214108740898,147.46175614417498,1681.24053768,1574.54898967,34,21,96.0,,
1969,0,,PIT,GB,1318.278,1578.893,0.2448907112827447,0.7551092887172552,1311.039,1586.132,1322.78970755,1582.11703676,Terry Hanratty,Don Horn,-0.6220757362082999,0.0,-52.5479671537,-128.698612213,0.325984096807,0.674015903193,115.68000431856,-100.92488317362,11.00813226926853,-10.092488317362,1312.86590241,1592.04084189,34,38,1.0,,
1969,0,,IND,GB,1622.227,1586.132,0.6415158857704333,0.3584841142295667,1637.289,1571.071,1614.28723615,1592.04084189,Johnny Unitas,Bart Starr,115.24459251096,133.57765993704,1.56015259144,16.3602224933,0.590817676966,0.409182323034,35.11174351113,-33.53978620575,107.23130761097696,116.865915322761,1631.76167035,1574.56640769,14,6,92.0,,
